Kőbánya-Kispest,Határ út,Pöttyös utca,Ecseri út,Népliget,Nagyvárad tér,Semmelweis Klinikák,Corvin-negyed,Kálvin tér,Ferenciek tere,Deák Ferenc tér,Arany János utca,Nyugati pályaudvar,Lehel tér,Dózsa György út,Göncz Árpád városközpont,Forgách utca,Gyöngyösi utca,Újpest-városkapu,Újpest-központ
00:16,00:19,00:20,00:22,00:23,00:25,00:27,00:28,00:30,00:31,00:33,00:35,00:36,00:38,00:39,00:41,00:43,00:45,00:47,00:48
