Kálvin tér,Corvin-negyed,Semmelweis Klinikák,Nagyvárad tér,Népliget,Ecseri út,Pöttyös utca,Határ út,Kőbánya-Kispest
00:39,00:41,00:42,00:44,00:46,00:48,00:49,00:50,00:53
