Keleti pályaudvar,II. János Pál pápa tér,Rákóczi tér,Kálvin tér,Fővám tér,Szent Gellért tér - Műegyetem,Móricz Zsigmond körtér,Újbuda-központ,Bikás park,Kelenföld vasútállomás
14:09,14:10,14:11,14:13,14:14,14:15,14:17,14:18,14:20,14:22
